passenger1Id,passenger2Id,numberOfFlightsTogether,from,to
324,764,4,2017-01-01,2017-01-31
2115,2131,4,2017-01-01,2017-01-31
2124,2154,4,2017-01-01,2017-01-31
2126,2136,4,2017-01-01,2017-01-31
2130,2163,4,2017-01-01,2017-01-31
2188,2189,4,2017-01-01,2017-01-31
2116,2163,4,2017-01-01,2017-01-31
2129,2148,4,2017-01-01,2017-01-31
2515,2538,4,2017-01-01,2017-01-31
2608,2674,4,2017-01-01,2017-01-31
3104,3137,4,2017-01-01,2017-01-31
3145,3152,4,2017-01-01,2017-01-31
3411,3461,4,2017-01-01,2017-01-31
746,3491,4,2017-01-01,2017-01-31
295,679,4,2017-01-01,2017-01-31
263,3151,4,2017-01-01,2017-01-31
308,1057,4,2017-01-01,2017-01-31
355,724,4,2017-01-01,2017-01-31
2120,2181,4,2017-01-01,2017-01-31
2120,2122,4,2017-01-01,2017-01-31
2124,2188,4,2017-01-01,2017-01-31
2111,2182,4,2017-01-01,2017-01-31
2109,2188,4,2017-01-01,2017-01-31
2510,2560,4,2017-01-01,2017-01-31
226,606,4,2017-01-01,2017-01-31
3440,3451,4,2017-01-01,2017-01-31
3410,3493,4,2017-01-01,2017-01-31
716,3491,4,2017-01-01,2017-01-31
2199,3198,4,2017-01-01,2017-01-31
292,3122,4,2017-01-01,2017-01-31
281,679,4,2017-01-01,2017-01-31
263,603,4,2017-01-01,2017-01-31
286,2197,4,2017-01-01,2017-01-31
658,684,4,2017-01-01,2017-01-31
315,1056,4,2017-01-01,2017-01-31
364,1025,4,2017-01-01,2017-01-31
368,1035,4,2017-01-01,2017-01-31
366,706,4,2017-01-01,2017-01-31
2120,2163,4,2017-01-01,2017-01-31
2120,2185,4,2017-01-01,2017-01-31
2185,2189,4,2017-01-01,2017-01-31
2126,2181,4,2017-01-01,2017-01-31
2119,2135,4,2017-01-01,2017-01-31
2116,2129,4,2017-01-01,2017-01-31
2107,2119,4,2017-01-01,2017-01-31
3132,3137,4,2017-01-01,2017-01-31
3154,3195,4,2017-01-01,2017-01-31
215,3162,4,2017-01-01,2017-01-31
264,625,4,2017-01-01,2017-01-31
701,3414,4,2017-01-01,2017-01-31
690,2199,4,2017-01-01,2017-01-31
263,3195,4,2017-01-01,2017-01-31
2186,3159,4,2017-01-01,2017-01-31
650,658,4,2017-01-01,2017-01-31
624,698,4,2017-01-01,2017-01-31
364,1043,4,2017-01-01,2017-01-31
1221,1234,4,2017-01-01,2017-01-31
334,772,4,2017-01-01,2017-01-31
2111,2173,4,2017-01-01,2017-01-31
2122,2154,4,2017-01-01,2017-01-31
2122,2144,4,2017-01-01,2017-01-31
2116,2122,4,2017-01-01,2017-01-31
3116,3152,4,2017-01-01,2017-01-31
275,3157,4,2017-01-01,2017-01-31
275,3162,4,2017-01-01,2017-01-31
271,682,4,2017-01-01,2017-01-31
276,606,4,2017-01-01,2017-01-31
3451,3461,4,2017-01-01,2017-01-31
2178,3114,4,2017-01-01,2017-01-31
690,696,4,2017-01-01,2017-01-31
601,624,4,2017-01-01,2017-01-31
221,290,4,2017-01-01,2017-01-31
403,425,4,2017-01-01,2017-01-31
308,1044,4,2017-01-01,2017-01-31
354,1025,4,2017-01-01,2017-01-31
1228,1236,4,2017-01-01,2017-01-31
398,1240,4,2017-01-01,2017-01-31
368,797,4,2017-01-01,2017-01-31
762,1056,4,2017-01-01,2017-01-31
740,1031,4,2017-01-01,2017-01-31
2144,2185,4,2017-01-01,2017-01-31
2115,2141,4,2017-01-01,2017-01-31
2160,2173,4,2017-01-01,2017-01-31
2182,2185,4,2017-01-01,2017-01-31
2109,2182,4,2017-01-01,2017-01-31
2119,2124,4,2017-01-01,2017-01-31
2163,2185,4,2017-01-01,2017-01-31
2129,2144,4,2017-01-01,2017-01-31
2110,2129,4,2017-01-01,2017-01-31
2571,2584,4,2017-01-01,2017-01-31
3049,3096,4,2017-01-01,2017-01-31
3152,3184,4,2017-01-01,2017-01-31
740,3421,4,2017-01-01,2017-01-31
751,3483,4,2017-01-01,2017-01-31
295,3195,4,2017-01-01,2017-01-31
272,3159,4,2017-01-01,2017-01-31
645,650,4,2017-01-01,2017-01-31
308,1023,4,2017-01-01,2017-01-31
313,1053,4,2017-01-01,2017-01-31
1240,1263,4,2017-01-01,2017-01-31
709,1029,4,2017-01-01,2017-01-31
797,1031,4,2017-01-01,2017-01-31
704,1031,4,2017-01-01,2017-01-31
716,1057,4,2017-01-01,2017-01-31
766,1031,4,2017-01-01,2017-01-31
733,1057,4,2017-01-01,2017-01-31
362,759,4,2017-01-01,2017-01-31
1542,1576,4,2017-01-01,2017-01-31
2131,2158,4,2017-01-01,2017-01-31
2179,2188,4,2017-01-01,2017-01-31
2538,2546,4,2017-01-01,2017-01-31
2527,2534,4,2017-01-01,2017-01-31
2809,2830,4,2017-01-01,2017-01-31
299,601,4,2017-01-01,2017-01-31
299,622,4,2017-01-01,2017-01-31
293,611,4,2017-01-01,2017-01-31
230,682,4,2017-01-01,2017-01-31
3451,3491,4,2017-01-01,2017-01-31
3410,3447,4,2017-01-01,2017-01-31
1053,3471,4,2017-01-01,2017-01-31
292,2152,4,2017-01-01,2017-01-31
246,2197,4,2017-01-01,2017-01-31
286,3122,4,2017-01-01,2017-01-31
638,665,4,2017-01-01,2017-01-31
378,1043,4,2017-01-01,2017-01-31
309,1023,4,2017-01-01,2017-01-31
334,1043,4,2017-01-01,2017-01-31
313,1056,4,2017-01-01,2017-01-31
755,1031,4,2017-01-01,2017-01-31
2148,2182,4,2017-01-01,2017-01-31
2129,2173,4,2017-01-01,2017-01-31
2107,2155,4,2017-01-01,2017-01-31
2107,2187,4,2017-01-01,2017-01-31
3005,3076,4,2017-01-01,2017-01-31
283,3184,4,2017-01-01,2017-01-31
746,3440,4,2017-01-01,2017-01-31
364,3471,4,2017-01-01,2017-01-31
247,609,4,2017-01-01,2017-01-31
247,690,4,2017-01-01,2017-01-31
378,1025,4,2017-01-01,2017-01-31
374,1073,4,2017-01-01,2017-01-31
376,1007,4,2017-01-01,2017-01-31
1506,1569,4,2017-01-01,2017-01-31
1602,1652,4,2017-01-01,2017-01-31
2131,2162,4,2017-01-01,2017-01-31
2158,2182,4,2017-01-01,2017-01-31
2162,2169,4,2017-01-01,2017-01-31
2141,2169,4,2017-01-01,2017-01-31
2521,2567,4,2017-01-01,2017-01-31
266,3146,4,2017-01-01,2017-01-31
611,3123,4,2017-01-01,2017-01-31
3446,3461,4,2017-01-01,2017-01-31
3444,3447,4,2017-01-01,2017-01-31
2199,3195,4,2017-01-01,2017-01-31
2183,3122,4,2017-01-01,2017-01-31
2183,3182,4,2017-01-01,2017-01-31
606,698,4,2017-01-01,2017-01-31
659,684,4,2017-01-01,2017-01-31
646,680,4,2017-01-01,2017-01-31
601,611,4,2017-01-01,2017-01-31
315,1023,4,2017-01-01,2017-01-31
309,1056,4,2017-01-01,2017-01-31
376,1031,4,2017-01-01,2017-01-31
362,1038,4,2017-01-01,2017-01-31
1231,1300,4,2017-01-01,2017-01-31
1247,1271,4,2017-01-01,2017-01-31
395,791,4,2017-01-01,2017-01-31
355,761,4,2017-01-01,2017-01-31
764,1029,4,2017-01-01,2017-01-31
2109,2137,4,2017-01-01,2017-01-31
2109,2179,4,2017-01-01,2017-01-31
2168,2187,4,2017-01-01,2017-01-31
2116,2189,4,2017-01-01,2017-01-31
2510,2568,4,2017-01-01,2017-01-31
3005,3021,4,2017-01-01,2017-01-31
3180,3199,4,2017-01-01,2017-01-31
3145,3171,4,2017-01-01,2017-01-31
274,3162,4,2017-01-01,2017-01-31
276,3157,4,2017-01-01,2017-01-31
3438,3447,4,2017-01-01,2017-01-31
3411,3413,4,2017-01-01,2017-01-31
1053,3413,4,2017-01-01,2017-01-31
364,3410,4,2017-01-01,2017-01-31
1095,3402,4,2017-01-01,2017-01-31
2152,3167,4,2017-01-01,2017-01-31
2175,3122,4,2017-01-01,2017-01-31
646,670,4,2017-01-01,2017-01-31
610,677,4,2017-01-01,2017-01-31
605,677,4,2017-01-01,2017-01-31
324,1043,4,2017-01-01,2017-01-31
368,1045,4,2017-01-01,2017-01-31
362,768,4,2017-01-01,2017-01-31
1542,1569,4,2017-01-01,2017-01-31
2111,2158,4,2017-01-01,2017-01-31
2109,2160,4,2017-01-01,2017-01-31
2109,2190,4,2017-01-01,2017-01-31
2137,2188,4,2017-01-01,2017-01-31
2608,2681,4,2017-01-01,2017-01-31
275,624,4,2017-01-01,2017-01-31
226,624,4,2017-01-01,2017-01-31
215,601,4,2017-01-01,2017-01-31
3421,3439,4,2017-01-01,2017-01-31
3402,3451,4,2017-01-01,2017-01-31
701,3421,4,2017-01-01,2017-01-31
247,3182,4,2017-01-01,2017-01-31
286,3182,4,2017-01-01,2017-01-31
2175,3195,4,2017-01-01,2017-01-31
221,690,4,2017-01-01,2017-01-31
243,293,4,2017-01-01,2017-01-31
210,276,4,2017-01-01,2017-01-31
430,459,4,2017-01-01,2017-01-31
611,645,4,2017-01-01,2017-01-31
330,1057,4,2017-01-01,2017-01-31
1232,1264,4,2017-01-01,2017-01-31
766,1029,4,2017-01-01,2017-01-31
761,1013,4,2017-01-01,2017-01-31
2142,2165,4,2017-01-01,2017-01-31
2120,2189,4,2017-01-01,2017-01-31
283,638,4,2017-01-01,2017-01-31
3451,3490,4,2017-01-01,2017-01-31
760,3444,4,2017-01-01,2017-01-31
281,3195,4,2017-01-01,2017-01-31
2186,3122,4,2017-01-01,2017-01-31
286,2153,4,2017-01-01,2017-01-31
401,461,4,2017-01-01,2017-01-31
425,471,4,2017-01-01,2017-01-31
602,641,4,2017-01-01,2017-01-31
606,646,4,2017-01-01,2017-01-31
360,1072,4,2017-01-01,2017-01-31
354,759,4,2017-01-01,2017-01-31
328,716,4,2017-01-01,2017-01-31
751,1031,4,2017-01-01,2017-01-31
716,1029,4,2017-01-01,2017-01-31
392,763,4,2017-01-01,2017-01-31
360,764,4,2017-01-01,2017-01-31
2111,2154,4,2017-01-01,2017-01-31
2111,2130,4,2017-01-01,2017-01-31
2114,2145,4,2017-01-01,2017-01-31
2129,2190,4,2017-01-01,2017-01-31
2107,2115,4,2017-01-01,2017-01-31
2110,2169,4,2017-01-01,2017-01-31
2568,2573,4,2017-01-01,2017-01-31
3162,3199,4,2017-01-01,2017-01-31
716,3402,4,2017-01-01,2017-01-31
272,2175,4,2017-01-01,2017-01-31
244,3151,4,2017-01-01,2017-01-31
286,2178,4,2017-01-01,2017-01-31
374,761,4,2017-01-01,2017-01-31
752,1029,4,2017-01-01,2017-01-31
755,1057,4,2017-01-01,2017-01-31
706,1095,4,2017-01-01,2017-01-31
792,1095,4,2017-01-01,2017-01-31
2115,2168,4,2017-01-01,2017-01-31
2111,2163,4,2017-01-01,2017-01-31
2168,2179,4,2017-01-01,2017-01-31
2137,2190,4,2017-01-01,2017-01-31
2141,2188,4,2017-01-01,2017-01-31
2154,2155,4,2017-01-01,2017-01-31
2136,2187,4,2017-01-01,2017-01-31
2573,2576,4,2017-01-01,2017-01-31
2567,2586,4,2017-01-01,2017-01-31
276,610,4,2017-01-01,2017-01-31
212,3180,4,2017-01-01,2017-01-31
3451,3463,4,2017-01-01,2017-01-31
751,3475,4,2017-01-01,2017-01-31
1001,3414,4,2017-01-01,2017-01-31
763,3490,4,2017-01-01,2017-01-31
2199,3151,4,2017-01-01,2017-01-31
247,290,4,2017-01-01,2017-01-31
212,294,4,2017-01-01,2017-01-31
628,690,4,2017-01-01,2017-01-31
309,1029,4,2017-01-01,2017-01-31
1220,1289,4,2017-01-01,2017-01-31
354,751,4,2017-01-01,2017-01-31
791,1001,4,2017-01-01,2017-01-31
395,739,4,2017-01-01,2017-01-31
355,709,4,2017-01-01,2017-01-31
2130,2173,4,2017-01-01,2017-01-31
2134,2165,4,2017-01-01,2017-01-31
2145,2155,4,2017-01-01,2017-01-31
2110,2134,4,2017-01-01,2017-01-31
2110,2181,4,2017-01-01,2017-01-31
2803,2887,4,2017-01-01,2017-01-31
610,3146,4,2017-01-01,2017-01-31
624,3157,4,2017-01-01,2017-01-31
624,3104,4,2017-01-01,2017-01-31
215,611,4,2017-01-01,2017-01-31
724,3421,4,2017-01-01,2017-01-31
716,3471,4,2017-01-01,2017-01-31
2178,3159,4,2017-01-01,2017-01-31
229,264,4,2017-01-01,2017-01-31
613,660,4,2017-01-01,2017-01-31
603,649,4,2017-01-01,2017-01-31
605,610,4,2017-01-01,2017-01-31
308,1035,4,2017-01-01,2017-01-31
382,1013,4,2017-01-01,2017-01-31
374,1025,4,2017-01-01,2017-01-31
374,1072,4,2017-01-01,2017-01-31
362,1044,4,2017-01-01,2017-01-31
374,764,4,2017-01-01,2017-01-31
362,740,4,2017-01-01,2017-01-31
2155,2169,4,2017-01-01,2017-01-31
2134,2154,4,2017-01-01,2017-01-31
2573,2600,4,2017-01-01,2017-01-31
2503,2546,4,2017-01-01,2017-01-31
3005,3039,4,2017-01-01,2017-01-31
1299,1625,4,2017-01-01,2017-01-31
638,3184,4,2017-01-01,2017-01-31
610,3157,4,2017-01-01,2017-01-31
215,3157,4,2017-01-01,2017-01-31
1001,3440,4,2017-01-01,2017-01-31
1095,3490,4,2017-01-01,2017-01-31
247,3188,4,2017-01-01,2017-01-31
679,2186,4,2017-01-01,2017-01-31
205,210,4,2017-01-01,2017-01-31
243,275,4,2017-01-01,2017-01-31
615,681,4,2017-01-01,2017-01-31
382,1056,4,2017-01-01,2017-01-31
378,1021,4,2017-01-01,2017-01-31
1014,1269,4,2017-01-01,2017-01-31
2131,2145,4,2017-01-01,2017-01-31
2131,2187,4,2017-01-01,2017-01-31
2142,2168,4,2017-01-01,2017-01-31
2120,2136,4,2017-01-01,2017-01-31
2173,2187,4,2017-01-01,2017-01-31
2173,2185,4,2017-01-01,2017-01-31
2134,2162,4,2017-01-01,2017-01-31
2107,2169,4,2017-01-01,2017-01-31
2567,2568,4,2017-01-01,2017-01-31
3011,3096,4,2017-01-01,2017-01-31
3114,3134,4,2017-01-01,2017-01-31
3447,3491,4,2017-01-01,2017-01-31
3413,3438,4,2017-01-01,2017-01-31
3483,3493,4,2017-01-01,2017-01-31
641,649,4,2017-01-01,2017-01-31
615,658,4,2017-01-01,2017-01-31
682,692,4,2017-01-01,2017-01-31
330,1072,4,2017-01-01,2017-01-31
391,1240,4,2017-01-01,2017-01-31
354,752,4,2017-01-01,2017-01-31
2120,2169,4,2017-01-01,2017-01-31
2120,2168,4,2017-01-01,2017-01-31
2114,2144,4,2017-01-01,2017-01-31
2129,2169,4,2017-01-01,2017-01-31
2129,2160,4,2017-01-01,2017-01-31
2136,2182,4,2017-01-01,2017-01-31
2522,2570,4,2017-01-01,2017-01-31
275,611,4,2017-01-01,2017-01-31
226,611,4,2017-01-01,2017-01-31
670,3180,4,2017-01-01,2017-01-31
293,601,4,2017-01-01,2017-01-31
1001,3475,4,2017-01-01,2017-01-31
295,609,4,2017-01-01,2017-01-31
244,3159,4,2017-01-01,2017-01-31
232,299,4,2017-01-01,2017-01-31
646,677,4,2017-01-01,2017-01-31
374,1051,4,2017-01-01,2017-01-31
328,762,4,2017-01-01,2017-01-31
755,1013,4,2017-01-01,2017-01-31
324,730,4,2017-01-01,2017-01-31
2179,2185,4,2017-01-01,2017-01-31
2111,2148,4,2017-01-01,2017-01-31
2119,2136,4,2017-01-01,2017-01-31
2145,2162,4,2017-01-01,2017-01-31
2136,2140,4,2017-01-01,2017-01-31
2531,2570,4,2017-01-01,2017-01-31
2608,2655,4,2017-01-01,2017-01-31
226,684,4,2017-01-01,2017-01-31
3438,3483,4,2017-01-01,2017-01-31
1023,3461,4,2017-01-01,2017-01-31
247,3151,4,2017-01-01,2017-01-31
211,276,4,2017-01-01,2017-01-31
381,1002,4,2017-01-01,2017-01-31
739,1057,4,2017-01-01,2017-01-31
324,755,4,2017-01-01,2017-01-31
362,762,4,2017-01-01,2017-01-31
334,792,4,2017-01-01,2017-01-31
2120,2141,4,2017-01-01,2017-01-31
2111,2134,4,2017-01-01,2017-01-31
2111,2137,4,2017-01-01,2017-01-31
2109,2158,4,2017-01-01,2017-01-31
2134,2137,4,2017-01-01,2017-01-31
2145,2185,4,2017-01-01,2017-01-31
2545,2570,4,2017-01-01,2017-01-31
3019,3076,4,2017-01-01,2017-01-31
430,1299,4,2017-01-01,2017-01-31
3122,3134,4,2017-01-01,2017-01-31
3171,3173,4,2017-01-01,2017-01-31
266,610,4,2017-01-01,2017-01-31
610,3169,4,2017-01-01,2017-01-31
211,606,4,2017-01-01,2017-01-31
364,3491,4,2017-01-01,2017-01-31
295,3193,4,2017-01-01,2017-01-31
246,3195,4,2017-01-01,2017-01-31
218,3188,4,2017-01-01,2017-01-31
622,688,4,2017-01-01,2017-01-31
378,1057,4,2017-01-01,2017-01-31
354,760,4,2017-01-01,2017-01-31
328,733,4,2017-01-01,2017-01-31
328,791,4,2017-01-01,2017-01-31
792,1057,4,2017-01-01,2017-01-31
362,739,4,2017-01-01,2017-01-31
334,771,4,2017-01-01,2017-01-31
1569,1598,4,2017-01-01,2017-01-31
2114,2119,4,2017-01-01,2017-01-31
2148,2162,4,2017-01-01,2017-01-31
2546,2584,4,2017-01-01,2017-01-31
611,3157,4,2017-01-01,2017-01-31
601,3169,4,2017-01-01,2017-01-31
746,3475,4,2017-01-01,2017-01-31
1023,3402,4,2017-01-01,2017-01-31
772,3471,4,2017-01-01,2017-01-31
2199,3159,4,2017-01-01,2017-01-31
292,2183,4,2017-01-01,2017-01-31
655,673,4,2017-01-01,2017-01-31
368,1026,4,2017-01-01,2017-01-31
730,1053,4,2017-01-01,2017-01-31
324,701,4,2017-01-01,2017-01-31
761,1029,4,2017-01-01,2017-01-31
355,716,4,2017-01-01,2017-01-31
362,701,4,2017-01-01,2017-01-31
1014,1228,4,2017-01-01,2017-01-31
2115,2162,4,2017-01-01,2017-01-31
2187,2188,4,2017-01-01,2017-01-31
2130,2190,4,2017-01-01,2017-01-31
2145,2163,4,2017-01-01,2017-01-31
2145,2182,4,2017-01-01,2017-01-31
2563,2568,4,2017-01-01,2017-01-31
2510,2563,4,2017-01-01,2017-01-31
255,624,4,2017-01-01,2017-01-31
205,3146,4,2017-01-01,2017-01-31
246,2152,4,2017-01-01,2017-01-31
657,665,4,2017-01-01,2017-01-31
601,615,4,2017-01-01,2017-01-31
364,1044,4,2017-01-01,2017-01-31
330,1043,4,2017-01-01,2017-01-31
392,1051,4,2017-01-01,2017-01-31
334,1026,4,2017-01-01,2017-01-31
1240,1250,4,2017-01-01,2017-01-31
740,1057,4,2017-01-01,2017-01-31
324,746,4,2017-01-01,2017-01-31
355,704,4,2017-01-01,2017-01-31
2122,2169,4,2017-01-01,2017-01-31
2116,2169,4,2017-01-01,2017-01-31
2534,2584,4,2017-01-01,2017-01-31
2667,2699,4,2017-01-01,2017-01-31
3137,3186,4,2017-01-01,2017-01-31
3169,3192,4,2017-01-01,2017-01-31
3438,3491,4,2017-01-01,2017-01-31
3439,3483,4,2017-01-01,2017-01-31
2197,3151,4,2017-01-01,2017-01-31
2153,3198,4,2017-01-01,2017-01-31
221,609,4,2017-01-01,2017-01-31
680,698,4,2017-01-01,2017-01-31
341,1095,4,2017-01-01,2017-01-31
362,1025,4,2017-01-01,2017-01-31
1212,1287,4,2017-01-01,2017-01-31
791,1056,4,2017-01-01,2017-01-31
768,1023,4,2017-01-01,2017-01-31
355,766,4,2017-01-01,2017-01-31
355,746,4,2017-01-01,2017-01-31
2120,2148,4,2017-01-01,2017-01-31
2124,2155,4,2017-01-01,2017-01-31
2130,2141,4,2017-01-01,2017-01-31
2129,2136,4,2017-01-01,2017-01-31
2136,2185,4,2017-01-01,2017-01-31
2877,2887,4,2017-01-01,2017-01-31
3438,3444,4,2017-01-01,2017-01-31
272,2183,4,2017-01-01,2017-01-31
2178,3188,4,2017-01-01,2017-01-31
247,3122,4,2017-01-01,2017-01-31
2153,3151,4,2017-01-01,2017-01-31
392,1043,4,2017-01-01,2017-01-31
328,1044,4,2017-01-01,2017-01-31
385,1031,4,2017-01-01,2017-01-31
2111,2140,4,2017-01-01,2017-01-31
2109,2131,4,2017-01-01,2017-01-31
2116,2141,4,2017-01-01,2017-01-31
2116,2124,4,2017-01-01,2017-01-31
2145,2169,4,2017-01-01,2017-01-31
2531,2576,4,2017-01-01,2017-01-31
3134,3182,4,2017-01-01,2017-01-31
3112,3132,4,2017-01-01,2017-01-31
3171,3184,4,2017-01-01,2017-01-31
3411,3493,4,2017-01-01,2017-01-31
368,3436,4,2017-01-01,2017-01-31
1001,3405,4,2017-01-01,2017-01-31
716,3413,4,2017-01-01,2017-01-31
246,3167,4,2017-01-01,2017-01-31
324,1072,4,2017-01-01,2017-01-31
366,1038,4,2017-01-01,2017-01-31
328,1072,4,2017-01-01,2017-01-31
704,1001,4,2017-01-01,2017-01-31
730,1023,4,2017-01-01,2017-01-31
772,1029,4,2017-01-01,2017-01-31
334,704,4,2017-01-01,2017-01-31
2120,2137,4,2017-01-01,2017-01-31
2119,2137,4,2017-01-01,2017-01-31
2129,2134,4,2017-01-01,2017-01-31
3005,3096,4,2017-01-01,2017-01-31
272,3182,4,2017-01-01,2017-01-31
2178,3193,4,2017-01-01,2017-01-31
218,3198,4,2017-01-01,2017-01-31
2186,3198,4,2017-01-01,2017-01-31
243,294,4,2017-01-01,2017-01-31
350,400,4,2017-01-01,2017-01-31
610,658,4,2017-01-01,2017-01-31
605,646,4,2017-01-01,2017-01-31
362,1026,4,2017-01-01,2017-01-31
1243,1298,4,2017-01-01,2017-01-31
395,797,4,2017-01-01,2017-01-31
2160,2163,4,2017-01-01,2017-01-31
2126,2165,4,2017-01-01,2017-01-31
2109,2115,4,2017-01-01,2017-01-31
2110,2148,4,2017-01-01,2017-01-31
3112,3137,4,2017-01-01,2017-01-31
716,3436,4,2017-01-01,2017-01-31
763,3477,4,2017-01-01,2017-01-31
609,3182,4,2017-01-01,2017-01-31
341,1013,4,2017-01-01,2017-01-31
378,1038,4,2017-01-01,2017-01-31
334,1002,4,2017-01-01,2017-01-31
313,1035,4,2017-01-01,2017-01-31
1223,1236,4,2017-01-01,2017-01-31
334,797,4,2017-01-01,2017-01-31
2130,2131,4,2017-01-01,2017-01-31
2168,2185,4,2017-01-01,2017-01-31
2107,2137,4,2017-01-01,2017-01-31
2534,2546,4,2017-01-01,2017-01-31
2527,2546,4,2017-01-01,2017-01-31
3011,3063,4,2017-01-01,2017-01-31
3149,3173,4,2017-01-01,2017-01-31
266,681,4,2017-01-01,2017-01-31
248,681,4,2017-01-01,2017-01-31
215,622,4,2017-01-01,2017-01-31
264,682,4,2017-01-01,2017-01-31
3476,3493,4,2017-01-01,2017-01-31
772,3440,4,2017-01-01,2017-01-31
295,2199,4,2017-01-01,2017-01-31
2186,3193,4,2017-01-01,2017-01-31
317,343,4,2017-01-01,2017-01-31
1293,1297,4,2017-01-01,2017-01-31
1293,1298,4,2017-01-01,2017-01-31
724,1029,4,2017-01-01,2017-01-31
360,766,4,2017-01-01,2017-01-31
355,791,4,2017-01-01,2017-01-31
1503,1587,4,2017-01-01,2017-01-31
2142,2158,4,2017-01-01,2017-01-31
2116,2187,4,2017-01-01,2017-01-31
3123,3137,4,2017-01-01,2017-01-31
3134,3188,4,2017-01-01,2017-01-31
205,601,4,2017-01-01,2017-01-31
3447,3493,4,2017-01-01,2017-01-31
3447,3490,4,2017-01-01,2017-01-31
772,3436,4,2017-01-01,2017-01-31
690,2175,4,2017-01-01,2017-01-31
246,3159,4,2017-01-01,2017-01-31
622,677,4,2017-01-01,2017-01-31
366,1002,4,2017-01-01,2017-01-31
360,1025,4,2017-01-01,2017-01-31
355,1025,4,2017-01-01,2017-01-31
376,1025,4,2017-01-01,2017-01-31
392,709,4,2017-01-01,2017-01-31
324,709,4,2017-01-01,2017-01-31
2142,2190,4,2017-01-01,2017-01-31
2187,2189,4,2017-01-01,2017-01-31
2168,2189,4,2017-01-01,2017-01-31
2114,2179,4,2017-01-01,2017-01-31
2136,2137,4,2017-01-01,2017-01-31
2521,2586,4,2017-01-01,2017-01-31
2830,2887,4,2017-01-01,2017-01-31
248,3157,4,2017-01-01,2017-01-31
215,3169,4,2017-01-01,2017-01-31
276,3117,4,2017-01-01,2017-01-31
3438,3475,4,2017-01-01,2017-01-31
763,3410,4,2017-01-01,2017-01-31
281,603,4,2017-01-01,2017-01-31
286,3195,4,2017-01-01,2017-01-31
226,294,4,2017-01-01,2017-01-31
645,677,4,2017-01-01,2017-01-31
645,680,4,2017-01-01,2017-01-31
229,230,4,2017-01-01,2017-01-31
210,212,4,2017-01-01,2017-01-31
308,1026,4,2017-01-01,2017-01-31
362,1007,4,2017-01-01,2017-01-31
369,1228,4,2017-01-01,2017-01-31
333,1287,4,2017-01-01,2017-01-31
2115,2134,4,2017-01-01,2017-01-31
2124,2182,4,2017-01-01,2017-01-31
2158,2173,4,2017-01-01,2017-01-31
2130,2154,4,2017-01-01,2017-01-31
2109,2185,4,2017-01-01,2017-01-31
2181,2185,4,2017-01-01,2017-01-31
2134,2141,4,2017-01-01,2017-01-31
2169,2185,4,2017-01-01,2017-01-31
2110,2168,4,2017-01-01,2017-01-31
2522,2573,4,2017-01-01,2017-01-31
266,684,4,2017-01-01,2017-01-31
3405,3451,4,2017-01-01,2017-01-31
724,3483,4,2017-01-01,2017-01-31
1023,3436,4,2017-01-01,2017-01-31
602,628,4,2017-01-01,2017-01-31
1024,1066,4,2017-01-01,2017-01-31
381,1056,4,2017-01-01,2017-01-31
1240,1292,4,2017-01-01,2017-01-31
334,739,4,2017-01-01,2017-01-31
369,1066,4,2017-01-01,2017-01-31
1652,1662,4,2017-01-01,2017-01-31
2134,2148,4,2017-01-01,2017-01-31
264,3145,4,2017-01-01,2017-01-31
3413,3439,4,2017-01-01,2017-01-31
3471,3476,4,2017-01-01,2017-01-31
1053,3491,4,2017-01-01,2017-01-31
2199,3193,4,2017-01-01,2017-01-31
2175,3188,4,2017-01-01,2017-01-31
657,660,4,2017-01-01,2017-01-31
1063,1092,4,2017-01-01,2017-01-31
341,1007,4,2017-01-01,2017-01-31
385,1073,4,2017-01-01,2017-01-31
368,706,4,2017-01-01,2017-01-31
709,1057,4,2017-01-01,2017-01-31
328,759,4,2017-01-01,2017-01-31
2140,2179,4,2017-01-01,2017-01-31
2107,2173,4,2017-01-01,2017-01-31
3122,3154,4,2017-01-01,2017-01-31
3159,3172,4,2017-01-01,2017-01-31
283,625,4,2017-01-01,2017-01-31
3436,3451,4,2017-01-01,2017-01-31
3438,3461,4,2017-01-01,2017-01-31
3405,3447,4,2017-01-01,2017-01-31
751,3421,4,2017-01-01,2017-01-31
660,682,4,2017-01-01,2017-01-31
605,606,4,2017-01-01,2017-01-31
315,1053,4,2017-01-01,2017-01-31
378,1051,4,2017-01-01,2017-01-31
309,1025,4,2017-01-01,2017-01-31
1212,1269,4,2017-01-01,2017-01-31
354,772,4,2017-01-01,2017-01-31
366,764,4,2017-01-01,2017-01-31
792,1013,4,2017-01-01,2017-01-31
369,1247,4,2017-01-01,2017-01-31
2144,2179,4,2017-01-01,2017-01-31
2124,2141,4,2017-01-01,2017-01-31
2126,2134,4,2017-01-01,2017-01-31
2521,2600,4,2017-01-01,2017-01-31
724,3475,4,2017-01-01,2017-01-31
2178,3182,4,2017-01-01,2017-01-31
281,2153,4,2017-01-01,2017-01-31
221,3122,4,2017-01-01,2017-01-31
210,294,4,2017-01-01,2017-01-31
232,276,4,2017-01-01,2017-01-31
603,696,4,2017-01-01,2017-01-31
305,1051,4,2017-01-01,2017-01-31
382,1043,4,2017-01-01,2017-01-31
395,1043,4,2017-01-01,2017-01-31
1271,1287,4,2017-01-01,2017-01-31
792,1053,4,2017-01-01,2017-01-31
